问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.Identity\src\Volo.Abp.Identity.HttpApi.Client\Volo.Abp.Identity.HttpApi.Client.csproj,File,modules\Volo.Abp.Identity\src\Volo.Abp.Identity.HttpApi.Client\Volo.Abp.Identity.HttpApi.Client.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Application.Contracts\Volo.Abp.PermissionManagement.Application.Contracts.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Application.Contracts\Volo.Abp.PermissionManagement.Application.Contracts.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo.Abp.PermissionManagement.Domain.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo.Abp.PermissionManagement.Domain.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo.Abp.PermissionManagement.Domain.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo\Abp\PermissionManagement\DynamicPermissionDefinitionStore.cs,176,12,M:System.TimeSpan.FromDays(System.Double),,,,,"await DistributedCache.SetStringAsync(                  cacheKey,                  stampInDistributedCache,                  new DistributedCacheEntryOptions                  {                      SlidingExpiration = TimeSpan.FromDays(30) //TODO: Make it configurable?                  }              );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo.Abp.PermissionManagement.Domain.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo\Abp\PermissionManagement\DynamicPermissionDefinitionStore.cs,157,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,"await using (var commonLockHandle = await DistributedLock                           .TryAcquireAsync(GetCommonDistributedLockKey(), TimeSpan.FromMinutes(2)))          {              if (commonLockHandle == null)              {                  /* This request will fail */                  throw new AbpException(                      ""Could not acquire distributed lock for permission definition common stamp check!""                  );              }                stampInDistributedCache = await DistributedCache.GetStringAsync(cacheKey);              if (stampInDistributedCache != null)              {                  return stampInDistributedCache;              }                stampInDistributedCache = Guid.NewGuid().ToString();                await DistributedCache.SetStringAsync(                  cacheKey,                  stampInDistributedCache,                  new DistributedCacheEntryOptions                  {                      SlidingExpiration = TimeSpan.FromDays(30) //TODO: Make it configurable?                  }              );          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo.Abp.PermissionManagement.Domain.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo\Abp\PermissionManagement\PermissionDynamicInitializer.cs,97,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,"await Policy              .Handle<Exception>()              .WaitAndRetryAsync(                  8,                  retryAttempt => TimeSpan.FromSeconds(                      Volo.Abp.RandomHelper.GetRandom(                          (int)Math.Pow(2, retryAttempt) * 8,                          (int)Math.Pow(2, retryAttempt) * 12)                  )              )              .ExecuteAsync(async _ =>              {                  try                  {                      await staticPermissionSaver.SaveAsync();                  }                  catch (Exception ex)                  {                      Logger.LogException(ex);                        throw; // Polly will catch it                  }              }, cancellationToken);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo.Abp.PermissionManagement.Domain.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo\Abp\PermissionManagement\StaticPermissionSaver.cs,161,8,M:System.TimeSpan.FromDays(System.Double),,,,,"await Cache.SetStringAsync(              cacheKey,              currentHash,              new DistributedCacheEntryOptions {                  SlidingExpiration = TimeSpan.FromDays(30) //TODO: Make it configurable?              },              CancellationTokenProvider.Token          );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo.Abp.PermissionManagement.Domain.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo\Abp\PermissionManagement\StaticPermissionSaver.cs,125,24,M:System.TimeSpan.FromDays(System.Double),,,,,"await Cache.SetStringAsync(                              GetCommonStampCacheKey(),                              Guid.NewGuid().ToString(),                              new DistributedCacheEntryOptions {                                  SlidingExpiration = TimeSpan.FromDays(30) //TODO: Make it configurable?                              },                              CancellationTokenProvider.Token                          );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo.Abp.PermissionManagement.Domain.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain\Volo\Abp\PermissionManagement\StaticPermissionSaver.cs,105,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,"await using (var commonLockHandle = await DistributedLock.TryAcquireAsync(                           GetCommonDistributedLockKey(),                           TimeSpan.FromMinutes(5)))          {              if (commonLockHandle == null)              {                  /* It will re-try */                  throw new AbpException(""Could not acquire distributed lock for saving static permissions!"");              }                var newOrChangedPermissions = new List<string>();              using (var unitOfWork = UnitOfWorkManager.Begin(requiresNew: true, isTransactional: true))              {                  try                  {                      var hasChangesInGroups = await UpdateChangedPermissionGroupsAsync(permissionGroupRecords);                      var hasChangesInPermissions = await UpdateChangedPermissionsAsync(permissionRecords, newOrChangedPermissions);                        if (hasChangesInGroups || hasChangesInPermissions)                      {                          await Cache.SetStringAsync(                              GetCommonStampCacheKey(),                              Guid.NewGuid().ToString(),                              new DistributedCacheEntryOptions {                                  SlidingExpiration = TimeSpan.FromDays(30) //TODO: Make it configurable?                              },                              CancellationTokenProvider.Token                          );                      }                  }                  catch                  {                      try                      {                          await unitOfWork.RollbackAsync();                      }                      catch                      {                          /* ignored */                      }                        throw;                  }                    if (newOrChangedPermissions.Any())                  {                      await DistributedEventBus.PublishAsync(new DynamicPermissionDefinitionsChangedEto                      {                          Permissions = newOrChangedPermissions.Distinct().ToList()                      });                  }                    await unitOfWork.CompleteAsync();              }          }"
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.Identity\src\Volo.Abp.PermissionManagement.Domain.Identity\Volo.Abp.PermissionManagement.Domain.Identity.csproj,File,modules\Volo.Abp.Identity\src\Volo.Abp.PermissionManagement.Domain.Identity\Volo.Abp.PermissionManagement.Domain.Identity.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
NuGet.0002,建议升级 NuGet 包,Active,Potential,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain.Shared\Volo.Abp.PermissionManagement.Domain.Shared.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain.Shared\Volo.Abp.PermissionManagement.Domain.Shared.csproj,,,Microsoft.Extensions.FileProviders.Embedded 10.0.2,,,,,"Microsoft.Extensions.FileProviders.Embedded, 10.0.2  建议:  Remove Microsoft.Extensions.FileProviders.Embedded, and replace with new package Microsoft.Extensions.FileProviders.Embedded 10.0.3"
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain.Shared\Volo.Abp.PermissionManagement.Domain.Shared.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.Domain.Shared\Volo.Abp.PermissionManagement.Domain.Shared.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.HttpApi.Client\Volo.Abp.PermissionManagement.HttpApi.Client.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.HttpApi.Client\Volo.Abp.PermissionManagement.HttpApi.Client.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.MongoDB\Volo.Abp.PermissionManagement.MongoDB.csproj,File,modules\Volo.Abp.PermissionManagement\src\Volo.Abp.PermissionManagement.MongoDB\Volo.Abp.PermissionManagement.MongoDB.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Application.Contracts\Volo.Abp.SettingManagement.Application.Contracts.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Application.Contracts\Volo.Abp.SettingManagement.Application.Contracts.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo.Abp.SettingManagement.Domain.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo.Abp.SettingManagement.Domain.csproj,,,,,,,,当前目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0 建议的目标框架: netstandard2.0;netstandard2.1;net8.0;net9.0;net10.0;net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo.Abp.SettingManagement.Domain.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo\Abp\SettingManagement\DynamicSettingDefinitionStore.cs,139,12,M:System.TimeSpan.FromDays(System.Double),,,,,"await DistributedCache.SetStringAsync(                  cacheKey,                  stampInDistributedCache,                  new DistributedCacheEntryOptions                  {                      SlidingExpiration = TimeSpan.FromDays(30) //TODO: Make it configurable?                  }              );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo.Abp.SettingManagement.Domain.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo\Abp\SettingManagement\DynamicSettingDefinitionStore.cs,121,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,"await using (var commonLockHandle = await DistributedLock.TryAcquireAsync(GetCommonDistributedLockKey(), TimeSpan.FromMinutes(2)))          {              if (commonLockHandle == null)              {                  /* This request will fail */                  throw new AbpException(                      ""Could not acquire distributed lock for setting definition common stamp check!""                  );              }                stampInDistributedCache = await DistributedCache.GetStringAsync(cacheKey);              if (stampInDistributedCache != null)              {                  return stampInDistributedCache;              }                stampInDistributedCache = Guid.NewGuid().ToString();                await DistributedCache.SetStringAsync(                  cacheKey,                  stampInDistributedCache,                  new DistributedCacheEntryOptions                  {                      SlidingExpiration = TimeSpan.FromDays(30) //TODO: Make it configurable?                  }              );          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo.Abp.SettingManagement.Domain.csproj,File,modules\Volo.Abp.SettingManagement\src\Volo.Abp.SettingManagement.Domain\Volo\Abp\SettingManagement\SettingDynamicInitializer.cs,98,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,"await Policy              .Handle<Exception>()              .WaitAndRetryAsync(                  8,                  retryAttempt => TimeSpan.FromSeconds(                      Volo.Abp.RandomHelper.GetRandom(                          (int)Math.Pow(2, retryAttempt) * 8,                          (int)Math.Pow(2, retryAttempt) * 12)                  )              )              .ExecuteAsync(async _ =>              {                  try                  {                      await staticSettingSaver.SaveAsync();                  }                  catch (Exception ex)                  {                      Logger.LogException(ex);                      throw; // Polly will catch it                  }              }, cancellationToken);"
